sequenceID	source.name	full_name	Species	Serotype
PB444502	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PB444503	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV8
PB444504	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB444505	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PB444506	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB444507	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB444508	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB444509	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB444510	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB444511	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB444512	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB444513	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB444514	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB444515	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB444516	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB444517	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB444518	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PB444519	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB444520	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB444521	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB444522	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB444523	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB444524	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB444525	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB444526	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB444527	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB444528	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB444529	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PB444530	ncbi-nuccore-aav-short	Adeno-associated virus - 1	DependoA	AAV1
PB444532	ncbi-nuccore-aav-short	adeno-associated virus 10	DependoA	-
PB444533	ncbi-nuccore-aav-short	Adeno-associated virus 11	DependoA	-
PB444534	ncbi-nuccore-aav-short	Adeno-associated virus 12	DependoA	-
PB444535	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
PB444540	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB444541	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB444542	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB444543	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB444544	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB444545	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB444546	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB444547	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB444548	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB444549	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	-
PB444550	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB444552	ncbi-nuccore-aav-short	adeno-associated virus 5	DependoB	AAV5
PB444553	ncbi-nuccore-aav-short	Adeno-associated virus - 6	DependoA	AAV6
PB444555	ncbi-nuccore-aav-short	Adeno-associated virus - 6	DependoA	AAV6
PB444556	ncbi-nuccore-aav-short	adeno-associated virus 7	DependoA	AAV7
PB444558	ncbi-nuccore-aav-short	adeno-associated virus 7	DependoA	AAV7
PB444559	ncbi-nuccore-aav-short	adeno-associated virus 8	DependoA	AAV8
PB444560	ncbi-nuccore-aav-short	adeno-associated virus 8	DependoA	AAV8
PB444562	ncbi-nuccore-aav-short	adeno-associated virus 8	DependoA	AAV8
PB444619	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
PB444620	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
PB444621	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
PB444622	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
PB444623	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
PB472254	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472255	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472256	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472257	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472258	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472262	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV3
PB472263	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV3
PB472265	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472266	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472274	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472275	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV4
PB472279	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472280	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472288	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472293	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472294	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472295	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472296	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472297	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472302	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472304	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472305	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472310	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472311	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472312	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472313	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472314	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472315	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472316	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472317	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472318	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472319	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472320	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472321	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472322	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472323	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472324	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472325	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472326	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472327	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472328	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472329	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472330	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472331	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PB472332	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472333	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472334	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PB472335	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PB472336	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PB472337	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV1
PB472338	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV1
PB472339	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472340	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV1
PB472341	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472342	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV1
PB472343	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472344	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472345	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472346	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472347	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472350	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472352	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472354	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472355	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472358	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472359	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PB472360	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PB472361	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472362	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV1
PB472363	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472364	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PB472365	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472366	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472367	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472368	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472370	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472371	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472376	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472378	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472381	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472388	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PB472389	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PB472390	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PB472391	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV8
PB472392	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB472393	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PB472394	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472395	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB472396	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB472397	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472398	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472399	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472400	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472401	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472402	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB472403	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB472404	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472405	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472406	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PB472407	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472408	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB472409	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472410	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB472411	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472412	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB472413	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB472414	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472415	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PB472416	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PB472417	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PB472418	ncbi-nuccore-aav-short	Adeno-associated virus - 1	DependoA	AAV1
PB472420	ncbi-nuccore-aav-short	adeno-associated virus 10	DependoA	-
PB472421	ncbi-nuccore-aav-short	Adeno-associated virus 11	DependoA	-
PB472422	ncbi-nuccore-aav-short	Adeno-associated virus 12	DependoA	-
PB472423	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
PB472428	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB472429	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB472430	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB472431	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB472432	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB472433	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB472434	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB472435	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB472436	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB472437	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	-
PB472438	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PB472440	ncbi-nuccore-aav-short	adeno-associated virus 5	DependoB	AAV5
PB472441	ncbi-nuccore-aav-short	Adeno-associated virus - 6	DependoA	AAV6
PB472443	ncbi-nuccore-aav-short	Adeno-associated virus - 6	DependoA	AAV6
PB472444	ncbi-nuccore-aav-short	adeno-associated virus 7	DependoA	AAV7
PB472446	ncbi-nuccore-aav-short	adeno-associated virus 7	DependoA	AAV7
PB472447	ncbi-nuccore-aav-short	adeno-associated virus 8	DependoA	AAV8
PB472448	ncbi-nuccore-aav-short	adeno-associated virus 8	DependoA	AAV8
PB472450	ncbi-nuccore-aav-short	adeno-associated virus 8	DependoA	AAV8
PB472507	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
PB472508	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
PB472509	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
PB472510	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
PB472511	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
PB495499	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	-
PB495504	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
PC051111	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
PC051113	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
PC052748	ncbi-nuccore-aav-short	Adeno-associated virus - 1	DependoA	AAV1
PC052751	ncbi-nuccore-aav-short	adeno-associated virus 10	DependoA	-
PC052752	ncbi-nuccore-aav-short	Adeno-associated virus 11	DependoA	-
PC052753	ncbi-nuccore-aav-short	Adeno-associated virus 12	DependoA	-
PC052754	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
PC052757	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052758	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052759	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052760	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052761	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052764	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV3
PC052766	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV3
PC052768	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PC052769	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PC052770	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PC052771	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PC052772	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PC052773	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PC052774	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PC052775	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PC052776	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PC052777	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	-
PC052778	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PC052781	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052782	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052790	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052791	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV4
PC052795	ncbi-nuccore-aav-short	adeno-associated virus 5	DependoB	AAV5
PC052796	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV6
PC052798	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV6
PC052799	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PC052801	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PC052802	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV8
PC052803	ncbi-nuccore-aav-short	adeno-associated virus 8	DependoA	AAV8
PC052805	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV8
PC052810	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052811	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052822	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052826	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052827	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052828	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052829	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052830	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052835	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052837	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052838	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052843	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052844	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052845	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052846	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052847	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052848	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052849	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052850	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052851	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052852	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052853	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052854	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052855	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052856	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052857	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052858	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052859	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052860	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052861	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052862	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052863	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052864	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PC052865	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052866	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052867	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PC052868	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PC052869	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PC052870	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV1
PC052871	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV1
PC052872	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052873	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV1
PC052874	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052875	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV1
PC052876	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052877	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052878	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052879	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052880	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052883	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052885	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052887	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052888	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052891	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052892	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
PC052893	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PC052894	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052895	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV1
PC052896	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052897	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PC052898	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052927	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052928	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052929	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052932	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052933	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052938	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052940	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052943	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052950	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PC052951	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PC052952	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PC052953	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV8
PC052954	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PC052955	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PC052956	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052957	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PC052958	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PC052959	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052960	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052961	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052962	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052963	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052964	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PC052965	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PC052966	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052967	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052968	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PC052969	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052970	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PC052971	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052972	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PC052973	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052974	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PC052975	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PC052976	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052977	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
PC052978	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC052979	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
PC052980	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
PC052981	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
PC052982	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
PC052983	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
PC052984	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
PC053866	ncbi-nuccore-aav-short	Adeno-associated virus - 1	DependoA	AAV1
PC053869	ncbi-nuccore-aav-short	adeno-associated virus 10	DependoA	-
PC053870	ncbi-nuccore-aav-short	Adeno-associated virus 11	DependoA	-
PC053871	ncbi-nuccore-aav-short	Adeno-associated virus 12	DependoA	-
PC053872	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
PC053875	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC053876	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC053877	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC053878	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC053879	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
PC053882	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV3
PC053884	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV3
PC053886	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PC053887	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
PC053888	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
